split,world_file,seed,difficulty,random_obstacle_count,boundary_wall_count,total_box_count,direct_path_blocked,astar_path_length_m,start_x,start_y,start_yaw,goal_x,goal_y,scenario,straight_distance_m,path_stretch_ratio,structured_blocker_count,source_dataset,source_split,source_repetition,training_weight,comparison_source
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_clear_seed_000055.yaml,55,medium,2,4,6,False,6.2731,-3.572859,-2.687961,1.632427,-3.497671,3.535847,clear,6.2243,1.0079,,v3,train,0,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000013.yaml,13,medium,3,4,7,True,5.3827,-1.77856,3.481091,-0.011676,2.56704,3.314981,direct_block,4.3488,1.2378,,v3,train,0,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100088.yaml,1100088,medium,16,4,20,True,6.9245,3.657204,-1.210705,1.785673,2.218548,3.99623,double_block,5.402,1.2818,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300359.yaml,300359,hard,10,4,14,False,4.9496,2.57554,2.53311,-2.005431,1.045584,-1.774398,clear,4.5711,1.0828,0,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100033.yaml,1100033,easy,14,4,18,True,6.7371,-0.81471,-1.541109,1.165729,1.627612,3.419877,double_block,5.5296,1.2184,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000289.yaml,289,medium,3,4,7,True,6.6935,2.637203,-2.669257,2.100638,-0.485177,2.40672,direct_block,5.9594,1.1232,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300182.yaml,300182,hard,10,4,14,True,5.6502,1.477945,2.469756,-2.186706,-1.312292,-1.12887,direct_block,4.5536,1.2408,1,v4_focused,train,3,focused_failure,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000028.yaml,28,medium,5,4,9,False,5.5257,2.293819,-2.514982,2.860182,-3.094451,-2.932997,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300347.yaml,300347,hard,13,4,17,False,5.9427,0.200576,1.911248,-2.004645,-1.418215,-3.386018,clear,5.5391,1.0729,0,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300284.yaml,300284,hard,12,4,16,True,7.1541,-1.91737,-2.043467,1.835561,-3.195499,3.462046,double_block,5.6519,1.2658,2,v4_focused,train,0,focused_failure,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000201.yaml,201,easy,1,4,5,True,4.3371,1.695678,1.548624,-1.763052,1.026103,-1.949018,direct_block,3.5612,1.2179,,v3,train,general_replay,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100068.yaml,1100068,hard,19,4,23,True,7.7359,2.57368,-2.497447,-2.992917,-2.428045,-2.998098,double_block,5.0267,1.539,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300379.yaml,300379,medium,8,4,12,False,5.681,-0.841168,0.511049,-1.060974,1.489647,-4.190465,clear,5.2476,1.0826,0,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000227.yaml,227,hard,11,4,15,True,4.8639,3.972772,-1.135145,-0.532796,-0.470946,-2.245637,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100067.yaml,1100067,medium,18,4,22,False,4.88,-1.27632,0.601232,-0.01249,3.638706,0.63438,clear,4.9151,0.9929,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100178.yaml,1100178,medium,16,4,20,True,7.9929,4.158687,1.608816,2.828689,-1.309842,3.663024,direct_block,5.8416,1.3683,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000289.yaml,289,medium,3,4,7,True,6.6935,2.637203,-2.669257,2.100638,-0.485177,2.40672,direct_block,5.9594,1.1232,,v3,train,0,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100064.yaml,1100064,medium,17,4,21,True,8.8455,4.114634,2.77442,-2.522191,-2.336012,-1.355065,double_block,7.6592,1.1549,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000246.yaml,246,easy,1,4,5,True,5.3496,0.141753,1.87519,-2.572875,-3.691815,-0.504445,direct_block,4.5121,1.1856,,v3,train,0,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000176.yaml,176,hard,8,4,12,True,4.2925,3.86149,2.413438,-1.147815,2.877269,-1.001516,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300044.yaml,300044,hard,14,4,18,True,6.6627,3.541367,1.347357,-1.871635,2.686285,-3.610421,double_block,5.031,1.3243,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300389.yaml,300389,hard,12,4,16,True,9.9872,2.325666,-3.909213,2.394885,-2.682148,0.759285,double_block,6.8464,1.4588,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100090.yaml,1100090,easy,14,4,18,True,6.801,-2.611834,-1.529821,1.137768,0.512445,3.45409,direct_block,5.8822,1.1562,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000197.yaml,197,hard,12,4,16,True,7.6729,-2.929133,1.661703,-0.096705,0.72338,-4.010067,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300233.yaml,300233,hard,13,4,17,True,7.049,0.080284,1.265958,-0.77763,4.121935,-2.829653,double_block,5.754,1.2251,2,v4_focused,train,0,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100159.yaml,1100159,easy,15,4,19,False,5.1049,2.846867,0.117766,2.311138,-0.639311,3.802677,clear,5.0727,1.0064,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100097.yaml,1100097,medium,16,4,20,True,9.8249,3.639038,-3.869296,2.077177,-0.963911,3.329194,double_block,8.5443,1.1499,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100045.yaml,1100045,easy,15,4,19,True,7.129,4.08747,1.660299,-3.108863,-2.177332,1.046387,double_block,6.2948,1.1325,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300028.yaml,300028,medium,7,4,11,True,8.9643,-1.410634,2.478793,-0.816045,3.495932,-3.773114,double_block,7.9474,1.128,2,v4_focused,train,2,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100163.yaml,1100163,medium,16,4,20,False,4.9908,2.723665,3.151959,-1.800201,1.714249,-1.417856,clear,4.68,1.0664,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000250.yaml,250,medium,3,4,7,True,6.0147,-0.834486,-2.914487,1.122516,1.457266,1.727194,direct_block,5.1766,1.1619,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000101.yaml,101,hard,12,4,16,True,7.4329,3.552888,0.341276,0.022119,-1.22953,-3.927867,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000163.yaml,163,medium,8,4,12,True,9.0855,-2.845777,3.165698,-1.850375,2.519505,-2.464075,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000103.yaml,103,medium,8,4,12,False,3.7472,2.080541,1.342656,1.101397,-0.33784,-1.408267,,,,,v2,train,0,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100184.yaml,1100184,medium,17,4,21,True,8.3963,1.072577,3.662427,-1.922214,-0.661525,-2.477428,double_block,6.38,1.316,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000137.yaml,137,hard,8,4,12,True,4.7371,-0.827522,3.188725,2.076768,-1.547364,-0.890174,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000286.yaml,286,medium,8,4,12,True,4.6433,1.677095,-3.663675,-2.228648,-0.778365,-0.573012,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100190.yaml,1100190,medium,17,4,21,True,6.7153,-4.157232,-2.192481,-0.032097,0.497153,-1.864393,direct_block,4.6659,1.4392,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100115.yaml,1100115,medium,17,4,21,False,6.09,-3.209157,2.429278,-0.692166,1.171687,-1.648959,clear,5.9853,1.0175,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100043.yaml,1100043,medium,18,4,22,False,5.609,-2.060197,1.759457,-1.770021,-3.778883,-3.182072,clear,5.2319,1.0721,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100049.yaml,1100049,medium,16,4,20,True,7.2147,-1.891397,-1.972869,0.202154,3.826378,-0.735618,double_block,5.8501,1.2333,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100166.yaml,1100166,medium,17,4,21,True,6.8672,-2.581278,-3.134081,0.492194,2.36927,0.046865,direct_block,5.8844,1.167,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100172.yaml,1100172,medium,18,4,22,True,10.6386,3.258958,4.140694,-1.941375,-0.851094,-3.413625,double_block,8.6,1.237,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300058.yaml,300058,medium,6,4,10,True,5.8216,3.455348,2.759347,-1.829334,2.506817,-2.214697,direct_block,5.0637,1.1497,1,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_direct_block_seed_000242.yaml,242,hard,5,4,9,True,6.3759,1.819679,-2.789396,2.47466,-2.524417,0.275328,direct_block,5.3164,1.1993,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300361.yaml,300361,medium,8,4,12,True,6.9278,-2.571117,-3.718554,0.270467,2.554873,-2.161543,double_block,5.3572,1.2932,2,v4_focused,train,4,focused_failure,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300051.yaml,300051,easy,4,4,8,False,8.4227,-1.029683,-3.930977,1.478792,0.564592,3.761153,clear,7.8556,1.0722,0,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300098.yaml,300098,hard,13,4,17,True,6.4971,-2.45126,-2.139854,0.103157,2.75574,-1.72121,direct_block,5.2238,1.2437,1,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100005.yaml,1100005,hard,20,4,24,True,8.1998,3.239233,-0.025235,3.043487,-3.516675,0.983771,double_block,6.8308,1.2004,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000083.yaml,83,hard,11,4,15,True,8.7243,-0.348696,-3.235424,-1.808217,-4.050725,3.933775,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300025.yaml,300025,medium,9,4,13,True,7.3472,2.436438,-2.7551,-3.134501,-3.911782,-3.62189,double_block,6.4071,1.1467,2,v4_focused,train,3,focused_failure,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300032.yaml,300032,hard,10,4,14,True,6.9714,-1.986578,-2.008566,0.536108,2.973868,0.417735,double_block,5.522,1.2625,2,v4_focused,train,1,focused_failure,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000200.yaml,200,hard,8,4,12,True,7.1508,2.040188,-4.085843,2.616088,1.024083,2.598764,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300321.yaml,300321,easy,5,4,9,True,6.5335,-1.14505,2.474241,-0.514326,3.523579,0.020013,double_block,5.2744,1.2387,2,v4_focused,train,5,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100171.yaml,1100171,easy,16,4,20,False,6.2788,3.896737,2.361913,-1.733229,3.390373,-3.752604,clear,6.1354,1.0234,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100203.yaml,1100203,hard,19,4,23,False,5.272,-1.732962,3.214896,0.201549,3.288544,3.784853,clear,5.0537,1.0432,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300094.yaml,300094,medium,9,4,13,True,7.9186,-3.258769,2.682181,0.129422,3.268026,3.921574,direct_block,6.6434,1.1919,1,v4_focused,train,4,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100091.yaml,1100091,medium,18,4,22,False,5.849,-1.871646,-2.312593,0.231327,3.234096,-0.545763,clear,5.4028,1.0826,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000208.yaml,208,medium,3,4,7,True,4.6651,3.00545,1.039977,2.726225,-0.360787,2.695913,direct_block,3.7515,1.2435,,v3,train,0,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100194.yaml,1100194,hard,20,4,24,True,7.6478,-3.18397,1.522322,-0.599951,1.563275,-2.550323,direct_block,6.2548,1.2227,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300304.yaml,300304,medium,6,4,10,True,7.6478,2.42906,2.170791,3.045458,-4.05597,2.112401,double_block,6.4853,1.1793,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300350.yaml,300350,hard,13,4,17,True,7.6147,0.697796,-2.353788,2.059779,-2.516427,3.340831,direct_block,6.5391,1.1645,1,v4_focused,train,1,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100151.yaml,1100151,medium,16,4,20,False,5.1451,2.666706,-3.586034,1.799099,2.02499,1.359592,clear,4.9871,1.0317,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300232.yaml,300232,medium,9,4,13,True,6.2845,3.903191,-2.312171,2.804321,-0.505509,-0.164893,double_block,4.9038,1.2816,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100211.yaml,1100211,medium,18,4,22,False,5.1976,2.881449,-0.116727,-3.059546,-1.842414,-1.053664,clear,4.8159,1.0793,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100022.yaml,1100022,medium,18,4,22,True,9.8992,4.113823,-3.686347,2.05806,0.685248,3.744795,direct_block,8.1839,1.2096,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300264.yaml,300264,easy,5,4,9,True,6.7267,4.170995,1.385466,-1.933721,2.806012,-4.09408,double_block,5.647,1.1912,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100054.yaml,1100054,easy,15,4,19,True,6.8478,-0.275776,2.279143,-0.939695,2.905275,-2.059646,direct_block,5.38,1.2728,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100213.yaml,1100213,easy,15,4,19,True,6.0559,2.793739,-3.118907,1.763445,2.27378,1.748605,double_block,4.8952,1.2371,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300260.yaml,300260,hard,12,4,16,True,6.5771,2.406301,-3.928157,2.290169,-1.388469,-0.497805,double_block,5.1154,1.2857,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100018.yaml,1100018,easy,15,4,19,True,6.6684,-0.333125,-3.949053,1.354313,1.04223,0.351878,direct_block,4.5155,1.4768,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300119.yaml,300119,hard,10,4,14,False,6.4971,-3.075478,4.067837,-1.246055,-1.873045,-1.962515,clear,6.1491,1.0566,0,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100076.yaml,1100076,medium,18,4,22,True,8.4398,-0.742639,-4.138524,1.494349,0.658581,2.601459,double_block,6.8841,1.226,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100014.yaml,1100014,hard,19,4,23,True,6.7896,-1.254275,1.216389,-1.998174,-3.081125,-3.149774,direct_block,4.7329,1.4345,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300229.yaml,300229,medium,6,4,10,True,9.5016,-2.389461,-4.103256,1.592891,-2.979923,4.065994,double_block,8.1906,1.1601,2,v4_focused,train,1,focused_failure,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000240.yaml,240,easy,4,4,8,True,4.4251,3.952491,-1.601714,0.899178,1.03117,0.237881,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100173.yaml,1100173,hard,19,4,23,True,10.1392,0.76474,-1.255355,-2.841614,-4.093541,-2.828854,double_block,5.1067,1.9855,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300377.yaml,300377,hard,14,4,18,True,9.5049,1.499979,-3.56036,1.343737,3.369602,3.502599,double_block,7.3062,1.3009,2,v4_focused,train,2,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100204.yaml,1100204,easy,14,4,18,True,6.3233,-1.420816,-1.29279,1.597988,-1.043317,3.890621,double_block,5.1971,1.2167,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100226.yaml,1100226,medium,16,4,20,True,6.1302,-2.555583,2.592715,0.061022,2.421973,2.309557,direct_block,4.9856,1.2296,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300400.yaml,300400,medium,8,4,12,True,9.6706,-3.715244,3.828842,-0.773911,1.710823,-2.648914,double_block,8.4501,1.1444,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100189.yaml,1100189,easy,15,4,19,True,7.3771,3.194909,-2.821669,1.828372,1.077534,2.325878,double_block,5.566,1.3254,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300439.yaml,300439,medium,8,4,12,False,6.6386,3.563768,3.492571,-2.167079,0.256242,-1.830205,clear,6.2667,1.0593,0,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100042.yaml,1100042,easy,16,4,20,True,7.0022,0.611905,-3.824828,1.449324,1.779186,2.445669,direct_block,6.3782,1.0978,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300017.yaml,300017,hard,10,4,14,True,6.712,2.808877,-1.111764,2.849212,-2.206812,0.783005,double_block,5.3616,1.2518,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300374.yaml,300374,hard,13,4,17,True,6.7176,2.181369,2.284328,2.795766,-3.255267,4.104153,direct_block,5.7331,1.1717,1,v4_focused,train,5,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100040.yaml,1100040,medium,17,4,21,True,7.1645,0.48454,3.002343,-1.350488,2.326481,-2.333024,double_block,5.6444,1.2693,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100112.yaml,1100112,medium,16,4,20,True,6.7451,-2.694987,0.704843,-0.267815,2.338582,-0.474438,double_block,5.1699,1.3047,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300338.yaml,300338,hard,12,4,16,True,6.4308,1.378325,-1.277649,2.009917,-0.30268,3.657343,direct_block,5.2134,1.2335,1,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100130.yaml,1100130,medium,16,4,20,True,6.1965,-2.602227,3.615087,-0.084803,2.595899,2.759596,direct_block,5.2681,1.1762,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000214.yaml,214,medium,7,4,11,True,4.5496,1.22413,2.378138,-1.561168,3.55464,-0.79091,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100082.yaml,1100082,medium,16,4,20,True,9.4765,3.361537,-2.623189,2.804502,-4.194302,0.096351,direct_block,8.0304,1.1801,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300345.yaml,300345,easy,4,4,8,True,7.2227,2.123388,2.618871,-2.593335,-2.675872,-0.723184,double_block,5.8483,1.235,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100063.yaml,1100063,easy,15,4,19,False,6.6457,2.260905,2.788352,-1.579904,1.898342,-3.686481,clear,6.485,1.0248,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300269.yaml,300269,hard,11,4,15,True,9.2398,-3.772859,2.682947,0.080632,3.977873,3.438966,double_block,7.7875,1.1865,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000195.yaml,195,easy,4,4,8,True,6.729,1.279561,3.511671,-2.640135,3.037477,-2.536574,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_direct_block_seed_000269.yaml,269,hard,4,4,8,True,6.3153,-3.046502,-1.272626,0.567937,1.328597,1.76888,direct_block,5.3284,1.1852,,v3,train,0,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000171.yaml,171,easy,4,4,8,False,6.2112,-0.7494,4.321343,1.106538,2.835939,-0.328503,,,,,v2,train,0,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100015.yaml,1100015,easy,14,4,18,False,6.1506,-2.377981,1.462221,-0.984423,1.454606,-3.087008,clear,5.9485,1.034,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000041.yaml,41,hard,11,4,15,True,5.8765,4.285626,3.497449,-1.360575,-0.995021,3.448787,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100071.yaml,1100071,hard,19,4,23,False,4.9302,-1.108539,0.011318,-0.383516,3.309364,-1.204273,clear,4.5821,1.076,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100169.yaml,1100169,medium,16,4,20,True,7.6833,-3.903826,-2.28641,1.404873,-3.352007,3.556898,double_block,5.8693,1.3091,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100105.yaml,1100105,easy,14,4,18,True,5.5976,3.414242,3.167708,-1.886763,1.927762,-1.080726,double_block,4.501,1.2437,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300327.yaml,300327,easy,4,4,8,False,5.4547,-1.582746,-0.498711,0.418171,2.999248,1.638315,clear,5.0558,1.0789,0,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100147.yaml,1100147,easy,14,4,18,False,5.5986,-3.792474,-2.131269,0.538578,0.463581,1.152643,clear,5.3757,1.0415,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100195.yaml,1100195,easy,14,4,18,False,6.3896,-3.168944,-3.433707,1.296753,-1.647366,2.355987,clear,5.9863,1.0674,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000122.yaml,122,hard,12,4,16,True,9.3837,3.235751,3.563017,-1.758003,-3.732437,-1.161008,,,,,v2,train,0,0.40,original
